,Age,DailyRate,Education,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyRupiah,BonusScore,FinalBonus
311,45,1249,3,97,3,3,1,5210,0,3,24,2,24,9,9,11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6454410,226.37547851138007,11794
312,31,192,4,32,3,1,4,2695,1,3,3,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3338702,157.30481900270493,4239
313,33,553,4,74,3,3,2,11878,0,3,12,2,10,6,8,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14715064,193.83900469254402,23024
314,39,117,1,99,3,4,1,17068,1,3,21,3,21,9,11,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21144698,249.39647797329513,42566
315,43,185,4,33,3,1,4,2455,0,3,9,5,8,7,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3041378,141.85370401596785,3482
316,49,1091,2,90,2,4,3,13964,1,3,25,2,7,1,0,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17299306,208.21109590459895,29074
317,52,723,4,85,2,2,2,4941,0,3,11,3,8,2,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6121160,162.47225195739378,8027
318,27,1220,3,85,3,1,2,2478,1,3,4,2,4,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3069871,153.7702956986933,3810
319,32,588,2,65,2,2,2,5228,1,3,13,2,13,12,11,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6476710,185.18874764760346,9681
320,27,1377,3,74,3,2,3,4478,1,3,5,3,5,4,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5547572,176.17538236120112,7889
321,31,691,3,73,3,2,4,7547,0,3,13,3,7,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9349604,169.29153212077708,12776
322,32,1018,4,74,4,2,4,5055,0,3,10,0,7,7,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6262389,178.022677405997,8999
323,28,1157,4,84,1,1,4,3464,1,3,5,4,3,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4291378,131.15232049541677,4543
324,30,1275,2,64,3,2,4,5775,0,3,11,2,10,8,1,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7154361,182.7086251259368,10551
325,31,798,2,48,2,3,3,8943,0,4,10,2,10,9,8,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11079039,197.9358211571484,17701
326,39,672,2,54,2,5,4,19272,0,3,21,2,21,9,13,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23875124,250.8252962724911,48339
327,39,1162,2,41,3,2,3,5238,1,3,12,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6489098,172.013369917372,9010
328,33,508,3,46,2,2,4,4682,0,3,9,6,7,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5800297,171.55559128307416,8032
329,47,1482,5,42,3,5,3,18300,0,3,21,2,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22670961,212.8744385688205,38956
330,43,559,4,82,2,2,3,5257,0,3,9,3,9,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6512636,152.25906375761073,8004
331,27,210,1,73,3,2,2,6349,1,3,6,0,5,4,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7865461,185.12115322201436,11753
332,54,928,4,31,3,2,3,4869,0,3,20,4,4,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6031962,163.82857782509643,7976
333,43,1001,3,43,3,3,1,9985,0,3,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12369921,172.99972489454828,17274
334,45,549,4,75,3,2,4,3697,0,3,12,3,10,9,9,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4580030,182.5563205727199,6749
335,40,1124,2,57,1,2,4,7457,1,4,6,2,4,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9238107,173.12147908424083,12909
336,29,318,4,77,1,1,1,2119,1,3,7,4,7,7,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2625124,143.90645107849969,3049
337,29,738,5,30,2,1,4,3983,0,3,4,2,3,2,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4934341,144.13898300889917,5741
338,30,570,3,30,2,2,3,6118,0,3,10,2,10,9,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7579286,167.42397422822165,10242
339,27,1130,4,56,3,2,2,6214,0,3,8,3,8,7,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7698216,166.8903379877378,10370
340,37,1192,2,61,3,2,4,6347,0,3,8,2,6,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7862983,172.19159515189796,10929
341,38,343,2,92,2,3,4,11510,1,3,12,3,11,10,2,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14259167,194.76741715059865,22417
342,31,1232,4,39,3,3,4,7143,1,3,11,2,11,9,4,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8849108,198.74204141374548,14196
343,29,144,1,39,2,2,2,8268,1,3,7,2,7,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10242815,170.68170100485506,14111
344,35,1296,4,62,3,3,2,8095,0,3,17,5,16,6,0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10028494,215.3294762185282,17430
345,23,1309,1,83,3,1,4,2904,0,3,4,2,4,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3597621,137.28804640731374,3986
346,41,483,3,95,2,2,2,6032,1,3,8,3,5,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7472745,150.32827054424965,9067
347,47,1309,1,99,3,2,3,2976,0,3,5,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3686819,148.98609508280535,4433
348,42,810,5,44,3,4,4,15992,0,3,16,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19811695,182.90500799514177,29250
349,29,746,3,61,3,2,3,4649,0,3,4,3,4,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5759415,158.36281932999026,7362
350,42,544,1,52,3,1,3,2696,1,3,4,5,3,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3339941,144.1462484275155,3886
351,32,1062,3,75,3,1,2,2370,0,3,8,4,8,0,0,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2936075,151.08409515167997,3580
352,48,530,1,91,3,3,3,12504,0,4,15,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15490585,183.95090010057427,23001
353,37,1319,3,51,4,2,1,5974,1,3,13,2,7,7,6,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7400892,203.33110656155142,12147
354,30,641,2,85,3,2,3,4736,1,3,4,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5867195,169.14900877354358,8010
355,26,933,3,57,3,2,3,5296,0,3,8,3,8,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6560951,177.64319678434111,9407
356,42,1332,4,98,2,2,4,6781,0,4,14,6,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8400644,169.82351445111888,11515
357,21,756,1,99,2,1,2,2174,1,3,3,3,3,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2693261,147.3679192898057,3203
358,36,845,5,45,3,2,4,6653,0,3,7,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8242071,143.00906834238083,9514
359,36,541,4,48,2,3,4,9699,0,3,16,2,13,9,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12015610,198.469366864386,19249
360,57,593,4,88,3,2,3,6755,0,3,15,2,3,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8368434,153.13409752492004,10344
361,40,1171,4,46,4,1,3,2213,1,3,10,3,7,7,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2741576,167.84647733848604,3714
362,21,895,2,39,3,1,4,2610,0,4,3,3,3,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3233399,151.6945567491404,3959
363,33,350,3,34,3,1,3,2851,1,3,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3531962,150.750898859701,4297
364,37,921,3,98,3,1,1,3452,0,4,17,3,5,4,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4276511,168.9182523420948,5831
365,46,1144,4,30,3,2,3,5258,0,3,7,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6513875,157.59580559081397,8286
366,41,143,3,56,3,2,2,9355,0,3,8,5,8,7,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11589445,179.50431239497615,16792
367,50,1046,3,100,2,3,4,10496,0,3,20,2,4,3,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13002973,174.49331252138006,18314
368,40,575,2,68,2,2,3,6380,1,3,8,6,6,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7903865,173.34203959793774,11059
369,31,408,4,42,2,1,2,2657,1,3,3,5,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3291625,131.35172383183945,3490
370,21,156,3,90,4,1,2,2716,0,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3364718,156.0000514939067,4236
371,29,1283,3,54,3,1,4,2201,0,3,6,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2726710,140.47867243914703,3091
372,35,755,4,97,2,2,2,6540,0,3,10,5,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8102081,152.83911168398006,9995
373,27,1469,2,82,3,1,2,3816,0,3,5,2,5,2,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4727453,166.92432648775275,6369
374,28,304,4,92,3,2,4,5253,0,3,7,1,7,5,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6507681,167.0746350254524,8776
375,49,1261,3,31,2,3,3,10965,0,4,26,2,5,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13583994,192.3484244317307,21091
376,51,1178,2,87,3,2,4,4936,0,3,18,2,7,7,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6114965,167.8871475494174,8286
377,36,329,3,96,3,1,3,2543,0,3,6,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3150396,139.95690550624838,3559
378,34,1362,3,67,4,2,4,5304,1,3,9,3,5,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6570862,175.53412318781616,9310
379,55,1311,3,97,3,4,4,16659,1,3,30,2,5,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20638008,216.58006130339285,36080
380,24,1371,4,77,3,2,3,4260,1,3,5,2,5,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5277502,170.62459696727583,7268
381,30,202,1,72,3,1,2,2476,0,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3067393,144.39233283870624,3575
382,26,575,1,73,3,1,1,3102,0,4,7,2,6,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3842914,174.91891776034012,5425
383,22,253,3,43,3,1,2,2244,0,3,2,1,2,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2779980,143.8690578905313,3228
384,36,164,2,61,2,3,3,7596,0,3,10,2,10,9,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9410307,193.50597117413466,14698
385,30,464,3,40,3,1,4,2285,1,4,3,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2830773,157.5928320405262,3600
386,37,1107,3,95,3,1,1,3034,0,3,18,2,18,7,12,17,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3758672,174.0927799141835,5281
387,40,759,2,46,3,2,2,5715,0,3,8,5,5,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7080030,170.22212216981364,9728
388,42,201,4,95,3,1,1,2576,0,3,8,5,5,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3191278,160.82817413293094,4142
389,37,1305,4,49,3,2,2,4197,1,3,18,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5199455,168.48048057637953,7071
390,43,982,3,59,2,4,2,14336,0,3,25,3,25,10,3,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17760159,225.73090584123585,32360
391,40,555,3,78,2,2,3,3448,0,4,20,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4271556,167.14068440515018,5763
392,54,821,2,86,3,5,1,19406,0,3,24,4,4,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24041130,216.56211745336327,42026
393,34,1381,4,72,3,2,3,6538,0,3,6,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8099604,168.09312303965723,10989
394,31,480,2,31,3,2,1,4306,0,3,13,5,13,10,3,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5334490,191.28929507124914,8236
395,43,313,3,61,3,1,4,2258,0,4,8,1,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2797324,172.74211307774064,3900
396,43,1473,4,74,3,2,3,4522,1,3,8,3,5,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5602081,181.9109446589081,8226
397,25,891,2,99,2,2,4,4487,1,3,5,3,5,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5558722,162.0626326966397,7271
398,37,1063,5,72,3,2,3,4449,1,3,15,2,13,11,10,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5511645,189.0116374475894,8409
399,31,329,2,98,2,1,1,2218,0,3,4,3,4,2,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2747770,133.64817522961545,2964
400,39,1218,1,52,3,5,3,19197,1,3,21,3,21,8,1,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23782210,252.31262595994403,48436
401,56,906,3,86,4,4,1,13212,0,3,36,0,7,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16367691,209.91729370331936,27734
402,30,1082,3,83,3,2,3,6577,0,3,6,6,5,4,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8147919,164.4584168842735,10816
403,41,645,3,49,4,3,1,8392,0,3,10,2,10,7,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10396432,193.20287442538927,16213
404,28,1300,2,79,3,2,1,4558,0,3,10,2,10,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5646680,162.4676321895326,7405
405,25,688,3,91,3,1,1,4031,0,3,6,5,2,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4993806,135.50425195385571,5462
406,52,319,3,39,2,3,3,7969,1,3,28,4,5,4,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9872398,187.40991959906475,14934
407,45,192,2,69,3,1,4,2654,0,4,8,3,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3287909,154.37745810228392,4097
408,52,1490,2,30,3,4,4,16555,0,3,31,2,5,2,1,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20509167,207.2035251534523,34302
409,42,532,2,92,3,2,3,4556,0,3,19,3,5,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5644202,166.34519089610743,7578
410,30,317,3,43,1,2,4,6091,0,4,11,2,5,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7545837,157.61802173584056,9600
411,60,422,3,41,3,5,1,19566,0,3,33,5,29,8,11,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24239346,265.6743611089024,51981
412,46,1485,3,87,3,2,3,4810,0,3,19,5,10,7,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5958870,175.95506945519318,8463
413,42,1368,4,88,2,2,4,4523,0,3,7,4,6,5,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5603320,153.9113320786073,6961
414,24,1448,1,62,3,1,2,3202,1,3,6,4,5,3,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3966799,162.59635176938866,5206
415,34,296,2,33,1,1,3,2351,0,3,3,3,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2912537,120.75655866277472,2838
416,38,1490,2,42,3,1,4,1702,1,4,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2108523,169.6051949698267,2886
417,40,1398,4,79,3,5,3,18041,0,3,21,2,20,15,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22350099,244.54587841088363,44118
418,26,1349,3,90,3,1,4,2886,0,4,3,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3575322,162.00939533125893,4675
419,30,1400,3,53,3,1,4,2097,0,3,9,3,5,3,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2597869,141.13703873786517,2959
420,29,986,4,93,2,3,3,11935,0,3,10,2,10,2,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14785679,176.9345116809934,21117
421,29,408,5,71,2,1,2,2546,0,3,6,2,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3154113,132.12530673362247,3363
422,19,489,2,52,2,1,4,2564,0,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3176412,136.07959780526667,3489
423,30,1398,4,69,3,3,1,8412,0,3,10,3,9,8,7,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10421209,190.73137355013944,16044
424,57,210,3,56,2,4,4,14118,0,3,32,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17490089,185.7181913863487,26219
425,50,1099,4,88,2,4,3,17046,0,3,28,2,27,10,15,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21117443,242.10999568021506,41270
426,30,1116,3,49,3,1,4,2564,0,3,12,2,11,7,6,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3176412,163.72927171051154,4198
427,60,1499,3,80,2,3,1,10266,0,3,22,5,18,13,13,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12718038,197.01167776725296,20225
428,47,983,2,65,3,2,4,5070,0,3,20,2,5,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6280971,166.73197319135093,8453
429,46,1009,3,51,3,4,3,17861,0,3,26,2,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22127106,202.81094608724266,36224
430,35,144,3,46,1,1,3,4230,0,3,6,2,5,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5240337,129.03196634668515,5458
431,54,548,4,42,3,2,3,3780,0,3,19,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4682854,141.64847641714442,5354
432,34,1303,4,62,2,1,3,2768,0,3,14,3,7,3,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3429138,136.25757307443678,3771
433,46,1125,3,94,2,3,4,9071,1,3,15,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11237611,170.5830474535455,15473
434,31,1274,1,33,3,3,2,10648,0,4,13,6,13,8,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13191278,225.1949201522721,23978
435,33,1277,1,56,3,3,3,13610,1,3,15,2,7,6,7,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16860753,192.73392505145293,26231
436,33,587,1,38,1,1,4,3408,0,3,8,2,4,3,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4222002,120.78473412040194,4116
437,30,413,1,57,3,1,2,2983,0,3,4,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3695491,137.8019877531517,4110
438,35,1276,3,72,3,3,3,7632,1,3,10,2,8,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9454906,199.75007543573668,15244
439,31,534,3,66,3,3,3,9824,0,3,12,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12170466,171.69686446845395,16867
440,34,988,3,43,3,3,1,9950,1,3,11,2,3,2,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12326561,185.04612559010434,18412
441,42,1474,2,97,3,1,3,2093,0,3,8,4,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2592914,141.07994868419595,2952
442,36,635,4,32,3,3,4,9980,0,3,10,3,10,3,9,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12363726,198.40428620002388,19800
443,22,1368,1,99,2,1,3,3894,0,3,4,3,2,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4824083,127.7322784543477,4973
444,48,163,5,37,3,2,4,4051,0,3,14,2,9,7,6,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5018583,168.31958814468436,6818
445,55,1117,5,83,3,4,2,16835,0,4,37,2,10,9,7,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20856046,240.28145159980406,40451
446,41,267,2,56,3,2,4,6230,0,3,16,3,14,3,1,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7718038,190.3024647669627,11855
447,35,619,3,85,3,2,3,4717,0,3,15,2,11,9,6,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5843657,188.371134154747,8885
448,40,302,3,75,3,4,3,13237,0,3,22,3,20,6,5,13,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16398662,229.33566428535963,30357
449,39,443,1,48,3,1,3,3755,0,3,8,3,8,3,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4651883,156.68788341676887,5883
450,31,828,1,77,3,2,4,6582,1,3,10,2,6,5,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8154113,180.03740264665407,11850
451,42,319,3,56,3,3,1,7406,1,4,10,5,10,9,5,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9174926,227.66067401077757,16860
452,45,561,3,61,3,2,2,4805,0,3,9,3,8,7,3,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5952676,184.8485637670494,8881
453,26,426,4,58,3,1,3,2741,1,3,8,2,7,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3395689,154.80209285666731,4243
454,29,232,3,34,3,2,4,4262,0,3,8,2,3,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5279980,161.08490697626985,6865
455,33,922,5,95,4,4,3,16184,0,3,10,2,6,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20049554,204.42454344011205,33084
456,31,688,3,44,2,3,4,11557,0,4,10,3,5,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14317393,196.89906856566205,22755
457,18,1306,3,69,3,1,2,1878,1,3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2326561,139.81610728098016,2625
458,40,1094,3,58,1,3,1,10932,0,3,20,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13543112,151.11367764943446,16519
459,41,509,4,62,2,2,3,6811,1,3,10,3,8,7,0,7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8437810,181.373028078006,12353
460,26,775,2,45,3,2,3,4306,0,3,8,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5334490,155.54825676954368,6697
461,35,195,3,80,3,2,3,4859,0,3,5,3,5,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6019574,169.3177668152804,8227
462,34,258,4,74,4,2,4,5337,0,3,10,3,10,7,5,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6611744,185.08214853799493,9877
463,26,471,3,66,1,1,4,2340,1,3,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2898910,134.1013569897662,3137
464,37,799,3,59,3,3,4,7491,0,3,12,3,6,5,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9280228,178.068961454749,13339
465,46,1034,1,86,3,3,3,10527,0,3,28,3,2,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13041378,179.64674377882596,18911
466,41,1276,5,91,3,4,1,16595,0,3,22,2,18,16,11,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20558722,215.64038578081846,35785
467,37,142,4,69,3,3,2,8834,0,3,9,6,9,5,7,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10944004,198.66876472721532,17550
468,52,956,2,78,3,2,1,5577,1,3,18,3,10,9,6,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6909068,191.09815372681962,10657
