Age,DailyRate,Education,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MonthlyRupiah,BonusScore,AnnualBonus
28,1476,2,68,4,2,1,5661,0,3,9,2,8,3,0,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7013132,0.6542356558582713,6534.128047813673
31,218,3,100,4,2,4,6929,0,3,10,3,8,7,7,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8583994,0.6445427262418061,7930.5365501294755
39,1132,3,48,4,3,4,9613,0,3,19,5,18,10,3,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11909068,0.6677488407659541,16032.069606283118
36,1105,4,47,3,2,2,5674,0,3,11,3,9,8,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7029237,0.5018190972703219,5684.321557911806
32,906,3,91,2,2,3,5484,0,3,13,3,13,8,4,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6793855,0.3394518985145294,5484.0
38,849,2,81,2,3,2,12061,0,3,19,2,10,8,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14941774,0.49510078768763055,18032.41060030051
58,390,4,32,1,2,3,5660,1,3,12,2,5,3,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7011893,0.3394518985145294,5660.0
31,691,4,86,3,1,4,4821,1,3,6,4,5,2,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5972498,0.4691832814291693,4821.0
31,106,3,62,2,2,1,6410,0,3,9,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7941031,0.3394518985145294,6410.0
45,1249,3,97,3,3,1,5210,0,3,24,2,24,9,9,11,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6454410,0.6598204325973512,8647.6644538322
31,192,4,32,3,1,4,2695,1,3,3,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3338702,0.4480349078134175,2695.0
33,553,4,74,3,3,2,11878,0,3,12,2,10,6,8,8,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14715064,0.5226006034687927,18085.44996800232
39,117,1,99,3,4,1,17068,1,3,21,3,21,9,11,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,21144698,0.7832359258680311,45654.40617407334
43,185,4,33,3,1,4,2455,0,3,9,5,8,7,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3041378,0.42345707682276146,2455.0
49,1091,2,90,2,4,3,13964,1,3,25,2,7,1,0,7,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17299306,0.5185099298102491,31806.708989805476
52,723,4,85,2,2,2,4941,0,3,11,3,8,2,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6121160,0.3394518985145294,4941.0
27,1220,3,85,3,1,2,2478,1,3,4,2,4,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3069871,0.4560821033376774,2478.0
32,588,2,65,2,2,2,5228,1,3,13,2,13,12,11,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6476710,0.41683351248116673,5228.0
27,1377,3,74,3,2,3,4478,1,3,5,3,5,4,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5547572,0.527157552894573,4599.611521861899
31,691,3,73,3,2,4,7547,0,3,13,3,7,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9349604,0.45569770933893305,7547.0
32,1018,4,74,4,2,4,5055,0,3,10,0,7,7,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6262389,0.6357631209622102,5741.282576463973
28,1157,4,84,1,1,4,3464,1,3,5,4,3,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4291378,0.3394518985145294,3464.0
30,1275,2,64,3,2,4,5775,0,3,11,2,10,8,1,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7154361,0.45643168169600457,5775.0
31,798,2,48,2,3,3,8943,0,4,10,2,10,9,8,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11079039,0.5243248794226636,13632.03739667688
39,672,2,54,2,5,4,19272,0,3,21,2,21,9,13,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23875124,0.6465049249199007,63462.88582611266
39,1162,2,41,3,2,3,5238,1,3,12,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6489098,0.4946489327464165,5238.0
33,508,3,46,2,2,4,4682,0,3,9,6,7,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5800297,0.3682732167877283,4682.0
47,1482,5,42,3,5,3,18300,0,3,21,2,3,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22670961,0.49718383755785034,54796.92845461732
43,559,4,82,2,2,3,5257,0,3,9,3,9,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6512636,0.4172185967512281,5257.0
27,210,1,73,3,2,2,6349,1,3,6,0,5,4,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7865461,0.58308342065732,6876.496637753324
54,928,4,31,3,2,3,4869,0,3,20,4,4,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6031962,0.4411397866227418,4869.0
43,1001,3,43,3,3,1,9985,0,3,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12369921,0.4539276337714616,14517.467423208045
45,549,4,75,3,2,4,3697,0,3,12,3,10,9,9,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4580030,0.47713360616837974,3697.0
40,1124,2,57,1,2,4,7457,1,4,6,2,4,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9238107,0.42540752511409574,7457.0
29,318,4,77,1,1,1,2119,1,3,7,4,7,7,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2625124,0.3394518985145294,2119.0
29,738,5,30,2,1,4,3983,0,3,4,2,3,2,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4934341,0.3394518985145294,3983.0
30,570,3,30,2,2,3,6118,0,3,10,2,10,9,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7579286,0.3394518985145294,6118.0
27,1130,4,56,3,2,2,6214,0,3,8,3,8,7,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7698216,0.4891078820216389,6214.0
37,1192,2,61,3,2,4,6347,0,3,8,2,6,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7862983,0.48256120501823996,6347.0
38,343,2,92,2,3,4,11510,1,3,12,3,11,10,2,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14259167,0.49521912096720655,17209.972082332548
31,1232,4,39,3,3,4,7143,1,3,11,2,11,9,4,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8849108,0.6392552380613744,11709.200165472399
29,144,1,39,2,2,2,8268,1,3,7,2,7,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10242815,0.3521730296438078,8268.0
35,1296,4,62,3,3,2,8095,0,3,17,5,16,6,0,13,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10028494,0.6296021362321197,13191.629292799009
23,1309,1,83,3,1,4,2904,0,3,4,2,4,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3597621,0.3394518985145294,2904.0
41,483,3,95,2,2,2,6032,1,3,8,3,5,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7472745,0.3566952717557309,6032.0
47,1309,1,99,3,2,3,2976,0,3,5,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3686819,0.27975054794015597,2320.537630669904
42,810,5,44,3,4,4,15992,0,3,16,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19811695,0.5309824564314435,36725.207164877465
29,746,3,61,3,2,3,4649,0,3,4,3,4,3,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5759415,0.39791956049623967,4649.0
42,544,1,52,3,1,3,2696,1,3,4,5,3,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3339941,0.36919725266338554,2696.0
32,1062,3,75,3,1,2,2370,0,3,8,4,8,0,0,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2936075,0.3394518985145294,2370.0
48,530,1,91,3,3,3,12504,0,4,15,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15490585,0.5626229064115894,19539.036821770515
37,1319,3,51,4,2,1,5974,1,3,13,2,7,7,6,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7400892,0.7023862925353058,7183.055711605918
30,641,2,85,3,2,3,4736,1,3,4,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5867195,0.45402655270505987,4736.0
26,933,3,57,3,2,3,5296,0,3,8,3,8,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6560951,0.5099067656463571,5348.466230863107
42,1332,4,98,2,2,4,6781,0,4,14,6,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8400644,0.3791103000881736,6781.0
21,756,1,99,2,1,2,2174,1,3,3,3,3,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2693261,0.3394518985145294,2174.0
36,845,5,45,3,2,4,6653,0,3,7,6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8242071,0.3394518985145294,6653.0
36,541,4,48,2,3,4,9699,0,3,16,2,13,9,1,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12015610,0.4049521349870806,13626.630757239695
57,593,4,88,3,2,3,6755,0,3,15,2,3,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8368434,0.3530511674914205,6755.0
40,1171,4,46,4,1,3,2213,1,3,10,3,7,7,1,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2741576,0.5478389693108269,2318.8676390848595
21,895,2,39,3,1,4,2610,0,4,3,3,3,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3233399,0.5270418557245259,2680.5792434410127
33,350,3,34,3,1,3,2851,1,3,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3531962,0.42499889294045157,2851.0
37,921,3,98,3,1,1,3452,0,4,17,3,5,4,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4276511,0.4812541176842199,3452.0
46,1144,4,30,3,2,3,5258,0,3,7,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6513875,0.3394518985145294,5258.0
41,143,3,56,3,2,2,9355,0,3,8,5,8,7,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11589445,0.47663347502073294,9355.0
50,1046,3,100,2,3,4,10496,0,3,20,2,4,3,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,13002973,0.3394518985145294,14058.8871268085
40,575,2,68,2,2,3,6380,1,3,8,6,6,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7903865,0.37885292475766974,6380.0
31,408,4,42,2,1,2,2657,1,3,3,5,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3291625,0.3394518985145294,2657.0
21,156,3,90,4,1,2,2716,0,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3364718,0.3842889291333096,2716.0
29,1283,3,54,3,1,4,2201,0,3,6,4,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2726710,0.3394518985145294,2201.0
35,755,4,97,2,2,2,6540,0,3,10,5,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8102081,0.3394518985145294,6540.0
27,1469,2,82,3,1,2,3816,0,3,5,2,5,2,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4727453,0.3394518985145294,3816.0
28,304,4,92,3,2,4,5253,0,3,7,1,7,5,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6507681,0.5287841224985564,5404.202995484918
49,1261,3,31,2,3,3,10965,0,4,26,2,5,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13583994,0.5081756155643705,16537.145624663324
51,1178,2,87,3,2,4,4936,0,3,18,2,7,7,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6114965,0.4260190819965962,4936.0
36,329,3,96,3,1,3,2543,0,3,6,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3150396,0.3394518985145294,2543.0
34,1362,3,67,4,2,4,5304,1,3,9,3,5,2,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6570862,0.6158980414078524,5918.723211627249
55,1311,3,97,3,4,4,16659,1,3,30,2,5,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20638008,0.5810055304919014,39506.956698696886
24,1371,4,77,3,2,3,4260,1,3,5,2,5,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5277502,0.4808648530274119,4260.0
30,202,1,72,3,1,2,2476,0,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3067393,0.3394518985145294,2476.0
26,575,1,73,3,1,1,3102,0,4,7,2,6,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3842914,0.5064251324342244,3121.930760810964
22,253,3,43,3,1,2,2244,0,3,2,1,2,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2779980,0.4033878743864012,2244.0
36,164,2,61,2,3,3,7596,0,3,10,2,10,9,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9410307,0.45201104782168877,11029.475919253548
30,464,3,40,3,1,4,2285,1,4,3,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2830773,0.5235289657492121,2338.7636867369497
37,1107,3,95,3,1,1,3034,0,3,18,2,18,7,12,17,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3758672,0.5293686716810334,3123.104549880255
40,759,2,46,3,2,2,5715,0,3,8,5,5,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7080030,0.3761407285717464,5715.0
42,201,4,95,3,1,1,2576,0,3,8,5,5,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3191278,0.3394518985145294,2576.0
37,1305,4,49,3,2,2,4197,1,3,18,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5199455,0.4870098471113832,4197.0
43,982,3,59,2,4,2,14336,0,3,25,3,25,10,3,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17760159,0.6353829951567004,35167.27592784968
40,555,3,78,2,2,3,3448,0,4,20,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4271556,0.3963774523122898,3448.0
54,821,2,86,3,5,1,19406,0,3,24,4,4,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,24041130,0.5616632279752835,60611.273204176694
34,1381,4,72,3,2,3,6538,0,3,6,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8099604,0.3394518985145294,6538.0
31,480,2,31,3,2,1,4306,0,3,13,5,13,10,3,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5334490,0.5409333652170519,4482.2590706246265
43,313,3,61,3,1,4,2258,0,4,8,1,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2797324,0.42843117938640674,2258.0
43,1473,4,74,3,2,3,4522,1,3,8,3,5,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5602081,0.4757922235252493,4522.0
25,891,2,99,2,2,4,4487,1,3,5,3,5,4,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5558722,0.35811496742076343,4487.0
37,1063,5,72,3,2,3,4449,1,3,15,2,13,11,10,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5511645,0.5985740922066799,4887.556136227518
31,329,2,98,2,1,1,2218,0,3,4,3,4,2,3,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2747770,0.3394518985145294,2218.0
39,1218,1,52,3,5,3,19197,1,3,21,3,21,8,1,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,23782210,0.8821788320063054,72264.37407605008
56,906,3,86,4,4,1,13212,0,3,36,0,7,7,7,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16367691,0.7059979563664304,33809.467499269915
30,1082,3,83,3,2,3,6577,0,3,6,6,5,4,4,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8147919,0.374199178232127,6577.0
41,645,3,49,4,3,1,8392,0,3,10,2,10,7,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10396432,0.6816121889058365,14112.089489297781
28,1300,2,79,3,2,1,4558,0,3,10,2,10,0,1,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5646680,0.4690387093723629,4558.0
25,688,3,91,3,1,1,4031,0,3,6,5,2,2,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4993806,0.3394518985145294,4031.0
52,319,3,39,2,3,3,7969,1,3,28,4,5,4,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9872398,0.4776001625724794,11774.995695540087
45,192,2,69,3,1,4,2654,0,4,8,3,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3287909,0.344807335153301,2654.0
52,1490,2,30,3,4,4,16555,0,3,31,2,5,2,1,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20509167,0.46713327328057486,36432.58700873988
42,532,2,92,3,2,3,4556,0,3,19,3,5,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5644202,0.5005365992553242,4558.444746207258
30,317,3,43,1,2,4,6091,0,4,11,2,5,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7545837,0.3394518985145294,6091.0
60,422,3,41,3,5,1,19566,0,3,33,5,29,8,11,10,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24239346,0.7786115181855854,69600.62592963832
46,1485,3,87,3,2,3,4810,0,3,19,5,10,7,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5958870,0.5503806490540796,5052.3309219501225
42,1368,4,88,2,2,4,4523,0,3,7,4,6,5,0,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5603320,0.3394518985145294,4523.0
24,1448,1,62,3,1,2,3202,1,3,6,4,5,3,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3966799,0.4931120867411849,3202.0
34,296,2,33,1,1,3,2351,0,3,3,3,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2912537,0.3394518985145294,2351.0
38,1490,2,42,3,1,4,1702,1,4,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2108523,0.41878647887409837,1702.0
40,1398,4,79,3,5,3,18041,0,3,21,2,20,15,1,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22350099,0.7604776252759177,63521.55367520566
26,1349,3,90,3,1,4,2886,0,4,3,3,3,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3575322,0.42779646427789364,2886.0
30,1400,3,53,3,1,4,2097,0,3,9,3,5,3,1,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2597869,0.3394518985145294,2097.0
29,986,4,93,2,3,3,11935,0,3,10,2,10,2,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14785679,0.40271553670690996,16741.409930596972
29,408,5,71,2,1,2,2546,0,3,6,2,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3154113,0.3394518985145294,2546.0
19,489,2,52,2,1,4,2564,0,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3176412,0.3394518985145294,2564.0
30,1398,4,69,3,3,1,8412,0,3,10,3,9,8,7,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10421209,0.5134169282607918,12730.863200529779
57,210,3,56,2,4,4,14118,0,3,32,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17490089,0.34057638991800054,28389.386209293498
50,1099,4,88,2,4,3,17046,0,3,28,2,27,10,15,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21117443,0.6175091966189278,41358.09264834936
30,1116,3,49,3,1,4,2564,0,3,12,2,11,7,6,7,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3176412,0.3890840572410512,2564.0
60,1499,3,80,2,3,1,10266,0,3,22,5,18,13,13,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12718038,0.5305634574852526,15712.764454543603
47,983,2,65,3,2,4,5070,0,3,20,2,5,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6280971,0.3527238242068803,5070.0
46,1009,3,51,3,4,3,17861,0,3,26,2,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,22127106,0.45852004937837065,39075.93990292061
35,144,3,46,1,1,3,4230,0,3,6,2,5,4,4,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5240337,0.3394518985145294,4230.0
54,548,4,42,3,2,3,3780,0,3,19,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4682854,0.364303176893076,3780.0
34,1303,4,62,2,1,3,2768,0,3,14,3,7,3,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3429138,0.3394518985145294,2768.0
46,1125,3,94,2,3,4,9071,1,3,15,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11237611,0.37162083258623835,12441.972572389766
31,1274,1,33,3,3,2,10648,0,4,13,6,13,8,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13191278,0.703258176972395,18136.29306840206
33,1277,1,56,3,3,3,13610,1,3,15,2,7,6,7,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,16860753,0.5988030498941578,21759.70950905949
33,587,1,38,1,1,4,3408,0,3,8,2,4,3,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4222002,0.3394518985145294,3408.0
30,413,1,57,3,1,2,2983,0,3,4,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3695491,0.3394518985145294,2983.0
35,1276,3,72,3,3,3,7632,1,3,10,2,8,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9454906,0.6471294855823383,12570.892233964407
31,534,3,66,3,3,3,9824,0,3,12,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12170466,0.36313789521901707,13391.466682631624
34,988,3,43,3,3,1,9950,1,3,11,2,3,2,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12326561,0.44981550346152,14425.664259442125
42,1474,2,97,3,1,3,2093,0,3,8,4,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2592914,0.3394518985145294,2093.0
36,635,4,32,3,3,4,9980,0,3,10,3,10,3,9,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12363726,0.5198884900506304,15168.48713070529
22,1368,1,99,2,1,3,3894,0,3,4,3,2,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4824083,0.3394518985145294,3894.0
48,163,5,37,3,2,4,4051,0,3,14,2,9,7,6,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5018583,0.3774423552856001,4051.0
55,1117,5,83,3,4,2,16835,0,4,37,2,10,9,7,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20856046,0.7959333580209346,45351.807123423656
41,267,2,56,3,2,4,6230,0,3,16,3,14,3,1,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7718038,0.5236187497752186,6377.1448110996125
35,619,3,85,3,2,3,4717,0,3,15,2,11,9,6,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5843657,0.5008486268092127,4721.0029726590565
40,302,3,75,3,4,3,13237,0,3,22,3,20,6,5,13,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16398662,0.7034589072924032,33823.02833374431
39,443,1,48,3,1,3,3755,0,3,8,3,8,3,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4651883,0.4030954072500684,3755.0
31,828,1,77,3,2,4,6582,1,3,10,2,6,5,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8154113,0.5254640475712623,6749.604361114049
42,319,3,56,3,3,1,7406,1,4,10,5,10,9,5,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9174926,0.8699512568159681,13848.85900797906
45,561,3,61,3,2,2,4805,0,3,9,3,8,7,3,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5952676,0.4903096302358215,4805.0
26,426,4,58,3,1,3,2741,1,3,8,2,7,7,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3395689,0.4119827352705653,2741.0
29,232,3,34,3,2,4,4262,0,3,8,2,3,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5279980,0.4057257927338972,4262.0
